Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME ,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link
SITE 6,Reef.42.43,8,M71,Mcapitata,20180905,1250,5,HTHC,High,High,TP7,Molecular,13:16,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190809,ES,"337, 338",16.2,15,9.1,YES,12.5,12.4,**,90,90,95,95,1.458,1.125,1.425,1.178,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-09-Soft-and-Hard-Homogenization-Extractions-%23333-342.md,
SITE 1,Lilipuna.Fringe,6,P51,Pacuta,20180908,1427,5,HTHC,High,High,TP7,Molecular,13:15,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190807,ES,"311, 312",42.9,52.3,8.8,YES,29.7,34.3,8.5,90,90,95,95,3.861,2.673,4.9685,3.2585,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 4,Reef.11.13,7,P62,Pacuta,20180907,1820,10,HTHC,High,High,TP7,Molecular,13:36,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190815,MS,"353, 354",35.4,46.3,8.3,YES,21.4,23.6,NA,90,90,95,95,3.186,1.926,4.3985,2.242,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-15-Soft-and-Hard-Homogenization-Extractions-%23351-362.md,
SITE 3,Reef.18,5,M44,Mcapitata,20180910,2419,10,HTHC,High,High,TP7,Molecular,13:37,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190826,ES,"377, 378",25.9,38.9,8.2,YES,15.15,17.2,NA,90,90,95,95,2.331,1.3635,3.6955,1.634,Batch3,,
SITE 1,Lilipuna.Fringe,5,P43,Pacuta,20180908,1094,2,HTHC,High,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,M21,Mcapitata,20180905,1122,2,HTHC,High,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,6,P54,Pacuta,20180906,1165,2,HTHC,High,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,M43,Mcapitata,20180906,1171,2,HTHC,High,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,M55,Mcapitata,20180907,1409,5,HTHC,High,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,P29,Pacuta,20180906,1446,5,HTHC,High,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,4,P35,Pacuta,20180905,1621,5,HTHC,High,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,8,M74,Mcapitata,20180906,1730,10,HTHC,High,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,1,P9,Pacuta,20180907,1748,10,HTHC,High,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M9,Mcapitata,20180906,2010,10,HTHC,High,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,P70,Pacuta,20180905,2203,10,HTHC,High,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M22,Mcapitata,20180910,2279,5,HTHC,High,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,1,M3,Mcapitata,20180907,1082,2,HTHC,High,High,TP8,Molecular,13:28,NA,20181020,Alive,combined E1 and E2 elutions,In Freezer at URI,20181210,20190805,ES,"279, 280",12.85,14,8,YES,14,12.2,8.2,100,90,95,95,1.1565,1.4,1.33,1.159,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-05-Soft-and-Hard-Homogenization-Extractions-%23267-282.md,
SITE 1,Lilipuna.Fringe,7,P66,Pacuta,20180908,1184,2,HTHC,High,High,TP8,Molecular,13:30,NA,20181020,Alive,,In Freezer at URI,20181210,20190731,ES,"183, 184",49,84.9,8,YES,33.7,59.8,8.1,90,90,95,95,4.41,3.033,8.0655,5.681,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 6,Reef.42.43,4,M39,Mcapitata,20180905,1246,5,HTHC,High,High,TP8,Molecular,13:37,NA,20181020,Alive,,In Freezer at URI,20181210,20190801,ES,"253, 254",19,28.2,8.8,YES,19.85,53.1,8.2,90,90,95,95,1.71,1.7865,2.679,5.0445,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 1,Lilipuna.Fringe,4,P40,Pacuta,20180908,1709,10,HTHC,High,High,TP8,Molecular,13:19,NA,20181020,Alive,"re-extracted (257, 258, 591, 592); green columns used for DNA, DNA/RNA shield used as wash for DNA for 257, 258",In Freezer at URI,20181210,20191121,ES,"591, 592",28.8,44,8.9,YES,20,21.5,NA,90,90,95,95,2.592,1.8,4.18,2.0425,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,
SITE 2,HIMB,2,M16,Mcapitata,20180904,2067,10,HTHC,High,High,TP8,Molecular,13:20,NA,20181020,Alive,"re-extracted (169, 170, 545, 546, 631, 632, 673, 674, 683, 684)",In Freezer at URI,20181210,20191209,ES,"683, 684",24.6,10.8,8.6,YES,13,5.87,NA,90,90,95,95,2.214,1.17,1.026,0.55765,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 3,Reef.18,4,P34,Pacuta,20180910,2304,5,HTHC,High,High,TP8,Molecular,13:36,NA,20181020,Alive,,In Freezer at URI,20181210,20190722,ES,"81, 82",25.1,24.4,9,YES,12.75,32.3,8.7,90,90,90,90,2.259,1.1475,2.196,2.907,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,
SITE 4,Reef.11.13,2,M20,Mcapitata,20180907,1085,2,HTHC,High,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,M52,Mcapitata,20180908,1092,2,HTHC,High,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,P27,Pacuta,20180905,1228,2,HTHC,High,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,P10,Pacuta,20180905,1233,2,HTHC,High,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,M1,Mcapitata,20180905,1264,5,HTHC,High,High,TP8,Physiology,13:52,Run 4,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,M59,Mcapitata,20180904,1353,5,HTHC,High,High,TP8,Physiology,13:52,Run 4,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,7,P64,Pacuta,20180908,1411,5,HTHC,High,High,TP8,Physiology,13:52,Run 4,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,P35,Pacuta,20180907,1414,5,HTHC,High,High,TP8,Physiology,13:52,Run 4,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,P28,Pacuta,20180907,1811,10,HTHC,High,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,2,P11,Pacuta,20180905,2074,10,HTHC,High,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M29,Mcapitata,20180910,2517,10,HTHC,High,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M23,Mcapitata,20180910,2525,10,HTHC,High,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,M11,Mcapitata,20180907,1078,2,HTHC,High,High,TP9,Molecular,13:32,NA,20181103,Alive,"re-extracted (189, 190, 597, 598); 598 is E1/E2",In Freezer at URI,20181127,20191125,MS,"597, 598",15.65,9.8,10.2,YES,13.1,5.39,NA,90,90,95,95,1.4085,1.179,0.931,0.51205,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 2,HIMB,4,P32,Pacuta,20180905,1131,2,HTHC,High,High,TP9,Molecular,13:33,NA,20181103,Alive,,In Freezer at URI,20181127,20190718,ES,"11, 12",35.1,57.8,8,YES,30.5,48.5,7.7,90,90,90,90,3.159,2.745,5.202,4.365,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 4,Reef.11.13,3,M27,Mcapitata,20180907,1331,5,HTHC,High,High,TP9,Molecular,13:37,NA,20181103,Alive,,In Freezer at URI,20181127,20190725,ES,"135, 136",15.9,11.8,8.7,YES,10.8,**,**,90,90,90,90,1.431,0.972,1.062,#VALUE!,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 1,Lilipuna.Fringe,4,M37,Mcapitata,20180908,2009,10,HTHC,High,High,TP9,Molecular,13:21,NA,20181103,Alive,"re-extracted (199, 200, 557, 558)",In Freezer at URI,20181127,20191111,ES,"557, 558",85.7,36.4,9,YES,30.6,10.3,NA,90,90,95,95,7.713,2.754,3.458,0.9785,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 2,HIMB,3,P28,Pacuta,20180905,2202,10,HTHC,High,High,TP9,Molecular,13:20,NA,20181103,Alive,,In Freezer at URI,20181127,20190724,ES,"101, 102",70.8,77.4,8.2,YES,50.8,50.8,7.6,90,90,90,90,6.372,4.572,6.966,4.572,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 3,Reef.18,2,P17,Pacuta,20180910,2305,5,HTHC,High,High,TP9,Molecular,13:39,NA,20181103,Alive,,In Freezer at URI,20181127,20190724,ES,"103, 104",80.8,94.5,7.7,YES,83,63.2,7.7,90,90,90,90,7.272,7.47,8.505,5.688,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 2,HIMB,7,P61,Pacuta,20180905,1130,2,HTHC,High,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,2,M12,Mcapitata,20180905,1133,2,HTHC,High,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,M53,Mcapitata,20180907,1162,2,HTHC,High,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,P67,Pacuta,20180906,1170,2,HTHC,High,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,M45,Mcapitata,20180908,1410,5,HTHC,High,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,M50,Mcapitata,20180906,1413,5,HTHC,High,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,4,P39,Pacuta,20180906,1422,5,HTHC,High,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,P13,Pacuta,20180906,1764,10,HTHC,High,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,P12,Pacuta,20180906,1778,10,HTHC,High,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,3,M24,Mcapitata,20180908,1822,10,HTHC,High,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,1,P8,Pacuta,20180910,2169,5,HTHC,High,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,8,M75,Mcapitata,20180905,2198,10,HTHC,High,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,M59,Mcapitata,20180907,1074,2,HTHC,High,High,TP10,Molecular,13:10,NA,20181117,Alive,,In Freezer at URI,20181127,20190722,ES,"93, 94",41.2,14.8,8.2,YES,22.2,10.4,**,90,90,90,90,3.708,1.998,1.332,0.936,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2373-82.md,
SITE 6,Reef.42.43,1,P2,Pacuta,20180905,1238,2,HTHC,High,High,TP10,Molecular,13:07,NA,20181117,Alive,,In Freezer at URI,20181127,20190725,ES,"125, 126",43.1,55.2,8.5,YES,27.4,31.7,8.1,90,90,90,90,3.879,2.466,4.968,2.853,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 4,Reef.11.13,3,M30,Mcapitata,20180907,1332,5,HTHC,High,High,TP10,Molecular,13:22,NA,20181117,Alive,"re-extracted (71, 72, 525, 526, 645, 646)",In Freezer at URI,20181127,20191205,MS,"645, 646",43.3,19.9,7.9,YES,22.2,9.42,NA,90,90,90,90,3.897,1.998,1.791,0.8478,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 4,Reef.11.13,1,M2,Mcapitata,20180907,1689,10,HTHC,High,High,TP10,Molecular,13:38,NA,20181117,Alive,"re-extracted (61, 62, 521, 522, 643, 644; 663, 664)",In Freezer at URI,20181127,20191206,MS,"663, 664",34.9,16.1,7.6,YES,20.4,13.45,NA,90,90,90,90,3.141,1.836,1.449,1.2105,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 1,Lilipuna.Fringe,6,P53,Pacuta,20180908,1732,10,HTHC,High,High,TP10,Molecular,13:39,NA,20181117,Alive,,In Freezer at URI,20181127,20190724,ES,"111, 112",46.2,54.5,8.4,YES,42.6,37.3,8.1,90,90,90,90,4.158,3.834,4.905,3.357,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 3,Reef.18,4,P32,Pacuta,20180910,2300,5,HTHC,High,High,TP10,Molecular,13:20,NA,20181117,Alive,,In Freezer at URI,20181127,20190731,ES,"181, 182",62.1,71.6,8.3,YES,33.3,60,8.6,90,90,95,95,5.589,2.997,6.802,5.7,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 1,Lilipuna.Fringe,5,M41,Mcapitata,20180908,1091,2,HTHC,High,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,P19,Pacuta,20180907,1174,2,HTHC,High,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,P29,Pacuta,20180907,1191,2,HTHC,High,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,P66,Pacuta,20180906,1441,5,HTHC,High,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,M56,Mcapitata,20180908,1447,5,HTHC,High,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,1,M3,Mcapitata,20180910,1454,2,HTHC,High,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,P26,Pacuta,20180905,1618,5,HTHC,High,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,2,P18,Pacuta,20180908,1713,10,HTHC,High,High,TP10,Physiology,16:31,Run 6,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,7,M62,Mcapitata,20180908,1737,10,HTHC,High,High,TP10,Physiology,16:31,Run 6,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,M20,Mcapitata,20180906,1749,10,HTHC,High,High,TP10,Physiology,16:31,Run 6,20181117,Alive,phys no weigh,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,2,P14,Pacuta,20180905,2079,10,HTHC,High,High,TP10,Physiology,16:31,Run 6,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,M12,Mcapitata,20180910,2172,5,HTHC,High,High,TP10,Physiology,13:53,Run 4,20181117,Alive,phys no weigh,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,4,M39,Mcapitata,20180908,1178,2,HTHC,High,High,TP11,Molecular,9:44,NA,20181215,Alive,In Tank 2 20181118,In Transit to URI ,20190206,20190930,ES,"477, 478",14.05,24.6,8.7,YES,12.25,18.8,7.6,90,90,95,95,1.2645,1.1025,2.337,1.786,Batch3,,
SITE 2,HIMB,1,M1,Mcapitata,20180904,1270,5,HTHC,High,High,TP11,Molecular,10:47,NA,20181215,Alive,In Tank 5 20181118,In Transit to URI ,20190206,20191009,ES,"501, 502",42,39.3,8.9,YES,24.7,24.2,NA,90,90,95,95,3.78,2.223,3.7335,2.299,Batch3,,
SITE 4,Reef.11.13,4,P32,Pacuta,20180907,1416,5,HTHC,High,High,TP11,Molecular,10:43,NA,20181215,Alive,combined E1/E2 hard DNA 498; phys no weigh; In Tank 5 20181118,In Transit to URI ,20190206,20191009,ES,"497, 498",16.75,61.2,9,YES,7.1,22.7,NA,90,90,95,95,1.5075,0.639,5.814,2.1565,Batch3,,
SITE 2,HIMB,1,P4,Pacuta,20180905,2185,10,HTHC,High,High,TP11,Molecular,11:02,NA,20181215,Alive,In Tank 10 20181118,In Transit to URI ,20190206,20191009,ES,"499, 500",26.8,49.2,9.1,YES,15.9,28.3,NA,90,90,95,95,2.412,1.431,4.674,2.6885,Batch3,,
SITE 3,Reef.18,5,M47,Mcapitata,20180910,2511,10,HTHC,High,High,TP11,Molecular,11:04,NA,20181215,Alive,"re-extracted (485, 486, 611, 612, 657, 658); In Tank 10 20181118",In Transit to URI ,20190206,20191206,MS,"657, 658",19.75,16.65,7.9,YES,16.1,14.1,NA,90,90,95,95,1.7775,1.449,1.58175,1.3395,Batch3,,
SITE 5,Reef.35.36,3,P23,Pacuta,20180906,1177,2,HTHC,High,High,TP11,Molecular ,9:42,NA,20181215,Alive,"In Tank 2 20181118; off plug, from image on 20181214 no tissue remaining on fragment",In Transit to URI ,20190206,,,,,,,,,,,,,,,0,0,0,0,"no other fragment for that timepoint, treatment",,
SITE 1,Lilipuna.Fringe,3,M23,Mcapitata,20180908,1071,2,HTHC,High,High,TP11,Molecular BB,9:45,NA,20181215,Alive,In Tank 2 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,M29,Mcapitata,20180906,1341,5,HTHC,High,High,TP11,Molecular BB,10:46,NA,20181215,Alive,phys no weigh; In Tank 5 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,5,M46,Mcapitata,20180910,1440,2,HTHC,High,High,TP11,Molecular BB,9:43,NA,20181215,Alive,phys no weigh; In Tank 2 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,M61,Mcapitata,20180910,1457,2,HTHC,High,High,TP11,Molecular BB,9:44,NA,20181215,Alive,In Tank 2 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,1,M10,Mcapitata,20180907,1589,10,HTHC,High,High,TP11,Molecular BB,11:06,NA,20181215,Alive,phys no weigh; In Tank 10 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,7,M63,Mcapitata,20180904,2024,10,HTHC,High,High,TP11,Molecular BB,11:05,NA,20181215,Alive,In Tank 10 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,5,M48,Mcapitata,20180904,2073,10,HTHC,High,High,TP11,Molecular BB,11:03,NA,20181215,Alive,In Tank 10 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,8,M72,Mcapitata,20180906,1185,2,HTHC,High,High,TP11,Physiology,9:46,NA,20181215,Alive,In Tank 2 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,M8,Mcapitata,20180905,1273,5,HTHC,High,High,TP11,Physiology,10:47,NA,20181215,Alive,In Tank 5 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,M21,Mcapitata,20180906,1337,5,HTHC,High,High,TP11,Physiology,10:44,NA,20181215,Alive,In Tank 5 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,M56,Mcapitata,20180907,1608,10,HTHC,High,High,TP11,Physiology,11:04,NA,20181215,Alive,In Tank 10 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M4,Mcapitata,20180906,2011,10,HTHC,High,High,TP11,Physiology,11:07,NA,20181215,Alive,In Tank 10 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,3,M25,Mcapitata,20180904,1140,2,HTHC,High,High,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"509, 510",23.7,20.5,9.3,YES,14.5,15.5,NA,90,90,95,95,2.133,1.305,1.9475,1.4725,Batch3,,
SITE 2,HIMB,2,M20,Mcapitata,20180904,1274,5,HTHC,High,High,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20911105,ES,"537, 538",28.1,22.6,8.9,YES,19.85,13.3,NA,90,90,95,95,2.529,1.7865,2.147,1.2635,Batch3,,
SITE 6,Reef.42.43,4,M31,Mcapitata,20180905,2190,10,HTHC,High,High,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"507, 508",47.9,12.4,9.1,YES,20.4,23.7,NA,90,90,95,95,4.311,1.836,1.178,2.2515,Batch3,,
SITE 2,HIMB,6,M57,Mcapitata,20180904,1135,2,HTHC,High,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,M54,Mcapitata,20180904,1272,5,HTHC,High,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,M65,Mcapitata,20180906,1743,10,HTHC,High,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,M57,Mcapitata,20180908,1824,10,HTHC,High,High,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
